State,Year,exfels,totfels,expris,totpris,vap,pctexfel,pctexpris,pcttotfels,pcttotpris,blkexfels,totblkfels,blkexpris,totblkpris,blkvap,blkpctexfel,blkpctexpris,pcttotblkfels,pcttotblkpris
Virginia,1994," 154,997 "," 216,950 "," 60,474 "," 87,442 "," 4,967,000 ", 3.12 , 1.21 , 4.36 , 1.76 ," 69,065 "," 104,827 "," 30,952 "," 48,978 "," 891,000 ", 7.75 , 3.47 , 11.76 , 5.49 
Washington,1994," 140,182 "," 218,794 "," 32,636 "," 43,469 "," 4,000,000 ", 3.50 , 0.81 , 5.46 , 1.08 ," 15,809 "," 26,378 "," 5,257 "," 7,734 "," 108,000 ", 14.63 , 4.86 , 24.42 , 7.16 
West Virginia,1994," 20,942 "," 27,293 "," 7,491 "," 9,421 "," 1,389,000 ", 1.50 , 0.53 , 1.96 , 0.67 ," 1,831 "," 2,585 "," 1,009 "," 1,297 "," 38,000 ", 4.82 , 2.65 , 6.80 , 3.41 
Wisconsin,1994," 86,973 "," 123,586 "," 29,397 "," 39,419 "," 3,777,000 ", 2.30 , 0.77 , 3.27 , 1.04 ," 19,768 "," 33,127 "," 8,945 "," 13,758 "," 172,000 ", 11.49 , 5.20 , 19.26 , 7.99 
Wyoming,1994," 11,002 "," 13,842 "," 3,475 "," 4,692 "," 343,000 ", 3.20 , 1.01 , 4.03 , 1.36 , 286 , 391 , 142 , 202 ," 2,000 ", 14.33 , 7.12 , 19.55 , 10.12 
Alabama,1993," 140,555 "," 181,327 "," 45,401 "," 64,025 "," 3,109,000 ", 4.52 , 1.46 , 5.83 , 2.05 ," 60,535 "," 84,580 "," 20,691 "," 32,888 "," 713,160 ", 8.48 , 2.90 , 11.85 , 4.61 
Alaska,1993," 13,967 "," 20,572 "," 6,340 "," 9,043 "," 417,000 ", 3.34 , 1.52 , 4.93 , 2.16 ," 1,541 "," 2,283 "," 1,007 "," 1,351 "," 15,695 ", 9.81 , 6.41 , 14.54 , 8.61 
Arizona,1993," 100,781 "," 156,119 "," 33,208 "," 51,019 "," 2,867,500 ", 3.51 , 1.15 , 5.44 , 1.77 ," 14,375 "," 21,742 "," 7,865 "," 10,984 "," 79,368 ", 18.11 , 9.91 , 27.39 , 13.83 
Arkansas,1993," 36,950 "," 66,441 "," 27,092 "," 35,717 "," 179,550 ", 20.57 , 15.08 , 37.00 , 19.89 ," 15,389 "," 28,588 "," 11,182 "," 16,125 "," 245,019 ", 6.28 , 4.56 , 11.66 , 6.58 
California,1993," 1,074,663 "," 1,428,936 "," 398,061 "," 518,012 "," 22,873,000 ", 4.69 , 1.74 , 6.24 , 2.26 ," 260,023 "," 370,520 "," 131,519 "," 171,684 "," 1,683,777 ", 15.44 , 7.81 , 22.00 , 10.19 
Colorado,1993," 114,229 "," 137,099 "," 24,582 "," 34,044 "," 2,646,000 ", 4.31 , 0.92 , 5.18 , 1.28 ," 13,333 "," 17,695 "," 4,020 "," 6,378 "," 103,290 ", 12.90 , 3.89 , 17.13 , 6.17 
Connecticut,1993," 119,697 "," 158,293 "," 38,662 "," 52,353 "," 2,497,000 ", 4.79 , 1.54 , 6.33 , 2.09 ," 39,954 "," 52,386 "," 16,976 "," 21,951 "," 195,812 ", 20.40 , 8.66 , 26.75 , 11.21 
Delaware,1993," 10,915 "," 23,824 "," 5,117 "," 9,327 "," 527,500 ", 2.06 , 0.97 , 4.51 , 1.76 ," 5,065 "," 12,085 "," 2,493 "," 5,293 "," 86,722 ", 5.84 , 2.87 , 13.93 , 6.10 
Florida,1993," 777,263 "," 995,065 "," 187,006 "," 240,054 "," 10,639,000 ", 7.30 , 1.75 , 9.35 , 2.25 ," 247,361 "," 336,934 "," 89,161 "," 120,659 "," 1,273,898 ", 19.41 , 6.99 , 26.44 , 9.47 
Georgia,1993," 297,291 "," 447,677 "," 92,736 "," 120,519 "," 5,082,500 ", 5.84 , 1.82 , 8.80 , 2.37 ," 142,956 "," 227,898 "," 48,952 "," 67,872 "," 1,269,247 ", 11.26 , 3.85 , 17.95 , 5.34 
Hawaii,1993," 29,468 "," 40,114 "," 5,039 "," 8,168 "," 883,000 ", 3.33 , 0.57 , 4.54 , 0.92 ," 1,277 "," 1,812 ", 261 , 458 ," 20,093 ", 6.35 , 1.30 , 9.02 , 2.28 
Idaho,1993," 24,218 "," 32,544 "," 8,125 "," 10,731 "," 776,500 ", 3.11 , 1.04 , 4.19 , 1.38 , 607 , 716 , 243 , 293 ," 2,500 ", 24.31 , 9.75 , 28.67 , 11.74 
Illinois,1993," 278,063 "," 380,074 "," 93,910 "," 128,405 "," 8,655,000 ", 3.21 , 1.08 , 4.39 , 1.48 ," 103,443 "," 163,110 "," 56,797 "," 81,707 "," 1,207,061 ", 8.56 , 4.70 , 13.51 , 6.76 
Indiana,1993," 186,125 "," 245,718 "," 38,963 "," 53,433 "," 4,253,500 ", 4.37 , 0.91 , 5.77 , 1.25 ," 45,094 "," 64,286 "," 13,200 "," 19,106 "," 313,128 ", 14.40 , 4.21 , 20.53 , 6.10 
Iowa,1993," 53,010 "," 66,435 "," 19,296 "," 24,194 "," 2,092,500 ", 2.53 , 0.92 , 3.17 , 1.15 ," 4,187 "," 6,302 "," 1,998 "," 3,219 "," 34,047 ", 12.29 , 5.86 , 18.51 , 9.45 
Kansas,1993," 71,823 "," 92,919 "," 24,471 "," 30,198 "," 1,864,500 ", 3.85 , 1.31 , 4.98 , 1.61 ," 11,119 "," 16,680 "," 6,264 "," 7,733 "," 102,180 ", 10.88 , 6.13 , 16.32 , 7.56 
Kentucky,1993," 73,895 "," 98,821 "," 34,698 "," 45,138 "," 2,827,500 ", 2.61 , 1.22 , 3.49 , 1.59 ," 13,255 "," 20,095 "," 6,838 "," 10,346 "," 190,733 ", 6.94 , 3.58 , 10.53 , 5.42 
Louisiana,1993," 101,636 "," 170,352 "," 44,631 "," 67,099 "," 3,072,500 ", 3.30 , 1.45 , 5.54 , 2.18 ," 62,913 "," 108,997 "," 40,234 "," 57,466 "," 874,912 ", 7.19 , 4.59 , 12.45 , 6.56 
Maine,1993," 29,308 "," 33,882 "," 7,471 "," 8,940 "," 931,500 ", 3.14 , 0.80 , 3.63 , 0.95 , 340 , 400 , 36 , 73 ," 2,398 ", 14.21 , 1.50 , 16.71 , 3.05 
Maryland,1993," 189,228 "," 245,584 "," 58,422 "," 78,686 "," 3,729,500 ", 5.07 , 1.56 , 6.58 , 2.10 ," 104,827 "," 143,636 "," 34,515 "," 50,100 "," 922,010 ", 11.36 , 3.74 , 15.57 , 5.43 
Massachusetts,1993," 193,128 "," 231,941 "," 25,196 "," 35,230 "," 4,590,000 ", 4.20 , 0.54 , 5.05 , 0.76 ," 43,702 "," 55,093 "," 6,131 "," 9,969 "," 226,092 ", 19.32 , 2.71 , 24.36 , 4.40 
Michigan,1993," 283,549 "," 392,386 "," 75,034 "," 114,352 "," 6,965,000 ", 4.07 , 1.07 , 5.63 , 1.64 ," 58,453 "," 102,411 "," 34,005 "," 56,548 "," 929,502 ", 6.28 , 3.65 , 11.01 , 6.08 
Minnesota,1993," 131,683 "," 163,009 "," 18,264 "," 22,464 "," 3,317,000 ", 3.96 , 0.55 , 4.91 , 0.67 ," 12,306 "," 17,330 "," 3,586 "," 5,086 "," 62,584 ", 19.66 , 5.72 , 27.69 , 8.12 
Mississippi,1993," 65,454 "," 82,820 "," 23,855 "," 33,762 "," 1,889,000 ", 3.46 , 1.26 , 4.38 , 1.78 ," 36,152 "," 48,131 "," 13,167 "," 20,508 "," 604,180 ", 5.98 , 2.17 , 7.96 , 3.39 
Missouri,1993," 121,623 "," 178,201 "," 43,308 "," 59,486 "," 3,876,500 ", 3.13 , 1.11 , 4.59 , 1.53 ," 33,982 "," 54,463 "," 14,376 "," 22,105 "," 381,199 ", 8.91 , 3.77 , 14.28 , 5.79 
Montana,1993," 18,736 "," 24,955 "," 5,763 "," 7,304 "," 611,500 ", 3.06 , 0.94 , 4.08 , 1.19 , 195 , 280 , 97 , 124 ," 1,100 ", 17.79 , 8.84 , 25.47 , 11.29 
Nebraska,1993," 35,061 "," 42,357 "," 10,082 "," 12,600 "," 1,178,000 ", 2.97 , 0.85 , 3.59 , 1.06 ," 4,674 "," 6,379 "," 2,379 "," 3,253 "," 39,206 ", 11.92 , 6.06 , 16.27 , 8.29 
Nevada,1993," 27,956 "," 43,037 "," 15,806 "," 21,944 "," 1,049,500 ", 2.66 , 1.50 , 4.10 , 2.09 ," 7,012 "," 11,332 "," 4,763 "," 6,586 "," 62,824 ", 11.16 , 7.58 , 18.03 , 10.48 
New Hamp,1993," 20,317 "," 25,302 "," 3,156 "," 4,931 "," 840,500 ", 2.41 , 0.37 , 3.01 , 0.58 , 845 ," 1,091 ", 103 , 179 ," 4,014 ", 21.07 , 2.58 , 27.19 , 4.48 
New Jersey,1993," 182,989 "," 326,070 "," 69,218 "," 93,049 "," 5,969,000 ", 3.06 , 1.15 , 5.46 , 1.55 ," 78,831 "," 163,231 "," 34,447 "," 51,153 "," 788,142 ", 10.00 , 4.37 , 20.71 , 6.49 
New Mexico,1993," 42,939 "," 51,385 "," 13,288 "," 16,786 "," 1,144,000 ", 3.75 , 1.16 , 4.49 , 1.46 ," 6,211 "," 7,429 "," 2,675 "," 3,074 "," 20,589 ", 30.16 , 12.99 , 36.08 , 14.93 
New York,1993," 318,236 "," 516,032 "," 152,804 "," 217,373 "," 13,675,500 ", 2.32 , 1.11 , 3.77 , 1.58 ," 134,058 "," 243,438 "," 94,397 "," 130,767 "," 2,227,252 ", 6.01 , 4.23 , 10.92 , 5.87 
North Carolina,1993," 162,375 "," 228,876 "," 102,745 "," 124,637 "," 5,277,000 ", 3.07 , 1.94 , 4.33 , 2.36 ," 65,498 "," 103,805 "," 49,815 "," 63,943 "," 1,068,190 ", 6.13 , 4.66 , 9.71 , 5.98 
North Dakota,1993," 10,433 "," 12,739 "," 2,743 "," 3,241 "," 464,500 ", 2.24 , 0.59 , 2.74 , 0.69 , 196 , 234 , 76 , 88 ," 1,924 ", 10.22 , 3.99 , 12.20 , 4.62 
Ohio,1993," 307,358 "," 388,160 "," 116,290 "," 156,354 "," 8,260,000 ", 3.72 , 1.40 , 4.69 , 1.89 ," 135,549 "," 176,719 "," 49,572 "," 71,483 "," 832,850 ", 16.27 , 5.95 , 21.21 , 8.58 
Oklahoma,1993," 115,746 "," 156,272 "," 35,946 "," 52,355 "," 2,373,000 ", 4.87 , 1.51 , 6.58 , 2.20 ," 24,758 "," 36,810 "," 9,596 "," 15,588 "," 159,292 ", 15.54 , 6.02 , 23.10 , 9.78 
Oregon,1993," 74,756 "," 120,731 "," 33,375 "," 39,932 "," 2,265,500 ", 3.29 , 1.47 , 5.32 , 1.76 ," 4,372 "," 9,068 "," 3,698 "," 4,672 "," 34,150 ", 12.80 , 10.82 , 26.55 , 13.68 
Pennsylvania,1993," 205,669 "," 335,724 "," 53,119 "," 79,169 "," 9,186,500 ", 2.23 , 0.57 , 3.65 , 0.86 ," 44,272 "," 98,037 "," 18,783 "," 34,946 "," 800,503 ", 5.53 , 2.34 , 12.24 , 4.36 
Rhode Island,1993," 30,644 "," 44,542 "," 4,187 "," 6,970 "," 766,000 ", 4.00 , 0.54 , 5.81 , 0.90 ," 5,881 "," 9,141 ", 760 ," 1,634 "," 28,708 ", 20.48 , 2.64 , 31.84 , 5.69 
South Carolina,1993," 86,037 "," 123,544 "," 44,147 "," 62,851 "," 2,719,500 ", 3.16 , 1.62 , 4.54 , 2.31 ," 38,210 "," 61,827 "," 21,693 "," 34,624 "," 742,214 ", 5.14 , 2.92 , 8.33 , 4.66 
South Dakota,1993," 19,267 "," 23,795 "," 5,842 "," 7,395 "," 513,500 ", 3.75 , 1.13 , 4.63 , 1.44 , 177 , 238 , 100 , 147 ," 1,505 ", 11.76 , 6.69 , 15.87 , 9.82 
Tennessee,1993," 87,746 "," 140,389 "," 37,387 "," 50,211 "," 3,854,500 ", 2.27 , 0.96 , 3.64 , 1.30 ," 33,912 "," 58,884 "," 16,247 "," 22,452 "," 560,608 ", 6.04 , 2.89 , 10.50 , 4.00 
Texas,1993," 275,962 "," 671,150 "," 180,073 "," 250,200 "," 12,923,500 ", 2.13 , 1.39 , 5.19 , 1.93 ," 127,762 "," 265,074 "," 63,352 "," 94,629 "," 1,478,657 ", 8.64 , 4.28 , 17.92 , 6.39 
Utah,1993," 23,652 "," 33,968 "," 8,335 "," 11,223 "," 1,207,500 ", 1.95 , 0.69 , 2.81 , 0.92 ," 1,166 "," 1,834 ", 704 , 949 ," 8,591 ", 13.57 , 8.20 , 21.34 , 11.05 
Vermont,1993," 13,063 "," 17,029 "," 3,653 "," 4,876 "," 429,000 ", 3.04 , 0.85 , 3.96 , 1.13 , 77 , 125 , 44 , 71 , 429 , 18.01 , 10.32 , 29.24 , 16.75 
Virginia,1993," 143,411 "," 202,444 "," 58,868 "," 81,718 "," 4,911,000 ", 2.92 , 1.19 , 4.12 , 1.66 ," 62,951 "," 96,403 "," 30,014 "," 44,900 "," 877,595 ", 7.17 , 3.42 , 10.98 , 5.11 
Washington,1993," 121,939 "," 202,556 "," 30,702 "," 41,121 "," 3,906,000 ", 3.12 , 0.78 , 5.18 , 1.05 ," 15,449 "," 27,069 "," 4,849 "," 7,152 "," 107,368 ", 14.38 , 4.51 , 25.21 , 6.66 
West Virginia,1993," 20,967 "," 27,025 "," 7,327 "," 9,132 "," 1,382,500 ", 1.51 , 0.53 , 1.95 , 0.66 ," 1,833 "," 2,531 ", 982 ," 1,251 "," 38,952 ", 4.70 , 2.52 , 6.49 , 3.21 
Wisconsin,1993," 84,058 "," 118,662 "," 28,312 "," 37,093 "," 3,726,000 ", 2.25 , 0.75 , 3.18 , 0.99 ," 18,926 "," 30,817 "," 8,298 "," 12,419 "," 165,012 ", 11.46 , 5.02 , 18.67 , 7.52 
Wyoming,1993," 9,330 "," 13,567 "," 3,336 "," 4,465 "," 336,000 ", 2.77 , 0.99 , 4.03 , 1.32 , 253 , 381 , 136 , 195 ," 1,987 ", 12.76 , 6.87 , 19.22 , 9.84 
Alabama,1992," 140,473 "," 179,010 "," 42,939 "," 60,392 "," 3,080,000 ", 4.56 , 1.39 , 5.81 , 1.96 ," 60,263 "," 82,782 "," 19,288 "," 30,623 "," 705,320 ", 8.54 , 2.73 , 11.73 , 4.34 
Alaska,1992," 12,799 "," 19,862 "," 5,409 "," 8,274 "," 405,000 ", 3.16 , 1.33 , 4.90 , 2.04 ," 1,421 "," 2,227 ", 925 ," 1,290 "," 15,390 ", 9.23 , 6.01 , 14.47 , 8.38 
Arizona,1992," 96,065 "," 147,718 "," 30,703 "," 47,180 "," 2,812,000 ", 3.41 , 1.09 , 5.25 , 1.67 ," 13,642 "," 20,400 "," 7,260 "," 10,110 "," 78,736 ", 17.32 , 9.22 , 25.90 , 12.84 
Arkansas,1992," 34,622 "," 62,259 "," 25,809 "," 34,434 "," 1,774,000 ", 1.95 , 1.45 , 3.50 , 1.94 ," 14,615 "," 26,795 "," 10,481 "," 15,421 "," 243,038 ", 6.01 , 4.31 , 11.02 , 6.34 
California,1992," 1,012,002 "," 1,359,000 "," 369,262 "," 475,758 "," 22,521,000 ", 4.49 , 1.63 , 6.03 , 2.11 ," 244,086 "," 346,710 "," 117,700 "," 155,161 "," 1,666,554 ", 14.64 , 7.06 , 20.80 , 9.31 
Colorado,1992," 101,390 "," 131,528 "," 23,292 "," 32,289 "," 2,579,000 ", 3.93 , 0.90 , 5.09 , 1.25 ," 10,116 "," 16,648 "," 3,701 "," 5,884 "," 100,581 ", 10.05 , 3.67 , 16.55 , 5.85 
Connecticut,1992," 111,609 "," 150,975 "," 38,066 "," 49,469 "," 2,508,000 ", 4.45 , 1.51 , 6.01 , 1.97 ," 38,824 "," 52,943 "," 16,949 "," 23,966 "," 195,624 ", 19.84 , 8.66 , 27.06 , 12.25 
Delaware,1992," 9,772 "," 22,088 "," 4,806 "," 8,857 "," 521,000 ", 1.87 , 0.92 , 4.23 , 1.70 ," 4,483 "," 11,175 "," 2,301 "," 4,983 "," 85,444 ", 5.24 , 2.69 , 13.07 , 5.83 
Florida,1992," 779,267 "," 921,703 "," 180,363 "," 228,665 "," 10,422,000 ", 7.47 , 1.73 , 8.84 , 2.19 ," 257,157 "," 319,938 "," 85,525 "," 113,974 "," 1,229,796 ", 20.91 , 6.95 , 26.01 , 9.26 
Georgia,1992," 288,452 "," 420,362 "," 89,359 "," 114,649 "," 5,006,000 ", 5.76 , 1.78 , 8.39 , 2.29 ," 138,189 "," 213,394 "," 46,839 "," 63,996 "," 1,246,494 ", 11.08 , 3.75 , 17.11 , 5.13 
Hawaii,1992," 27,189 "," 37,889 "," 4,118 "," 7,044 "," 866,000 ", 3.13 , 0.47 , 4.37 , 0.81 ," 1,182 "," 1,753 ", 215 , 415 ," 18,186 ", 6.50 , 1.18 , 9.63 , 2.28 
Idaho,1992," 23,689 "," 30,576 "," 7,491 "," 9,747 "," 750,000 ", 3.15 , 0.99 , 4.07 , 1.29 , 559 , 712 , 250 , 277 ," 3,000 ", 18.63 , 8.34 , 23.74 , 9.24 
Illinois,1992," 251,519 "," 355,564 "," 88,113 "," 119,753 "," 8,598,000 ", 2.92 , 1.02 , 4.13 , 1.39 ," 89,795 "," 148,943 "," 52,168 "," 74,608 "," 1,195,122 ", 7.51 , 4.36 , 12.46 , 6.24 
Indiana,1992," 176,619 "," 220,367 "," 36,470 "," 50,415 "," 4,209,000 ", 4.19 , 0.86 , 5.23 , 1.19 ," 41,370 "," 55,585 "," 11,886 "," 17,453 "," 307,257 ", 13.46 , 3.86 , 18.09 , 5.68 
Iowa,1992," 50,150 "," 63,108 "," 18,232 "," 22,750 "," 2,073,000 ", 2.41 , 0.87 , 3.04 , 1.09 ," 3,816 "," 5,753 "," 1,821 "," 2,901 "," 31,095 ", 12.27 , 5.85 , 18.50 , 9.32 
Kansas,1992," 53,417 "," 74,065 "," 22,901 "," 28,929 "," 1,840,000 ", 2.90 , 1.24 , 4.02 , 1.57 ," 10,425 "," 16,763 "," 5,726 "," 8,130 "," 99,360 ", 10.49 , 5.76 , 16.87 , 8.18 
Kentucky,1992," 70,747 "," 94,230 "," 32,522 "," 42,886 "," 2,798,000 ", 2.52 , 1.16 , 3.36 , 1.53 ," 12,398 "," 18,731 "," 6,184 "," 9,577 "," 187,466 ", 6.61 , 3.29 , 9.99 , 5.10 
Louisiana,1992," 95,975 "," 159,096 "," 40,038 "," 60,934 "," 3,045,000 ", 3.15 , 1.31 , 5.22 , 2.00 ," 57,669 "," 100,064 "," 35,966 "," 52,056 "," 867,825 ", 6.64 , 4.14 , 11.53 , 5.99 
Maine,1992," 27,186 "," 34,177 "," 7,274 "," 8,793 "," 932,000 ", 2.91 , 0.78 , 3.66 , 0.94 , 339 , 405 , 32 , 65 ," 2,796 ", 12.15 , 1.17 , 14.51 , 2.35 
Maryland,1992," 187,887 "," 243,348 "," 55,857 "," 75,834 "," 3,705,000 ", 5.07 , 1.50 , 6.56 , 2.04 ," 104,505 "," 142,423 "," 32,586 "," 47,874 "," 904,020 ", 11.56 , 3.60 , 15.75 , 5.29 
Massachusetts,1992," 185,762 "," 225,404 "," 24,295 "," 34,348 "," 4,616,000 ", 4.02 , 0.52 , 4.88 , 0.74 ," 41,682 "," 53,150 "," 5,756 "," 9,631 "," 226,184 ", 18.42 , 2.54 , 23.49 , 4.25 
Michigan,1992," 317,815 "," 417,113 "," 71,839 "," 110,952 "," 6,947,000 ", 4.57 , 1.03 , 6.00 , 1.59 ," 55,924 "," 96,136 "," 32,078 "," 54,916 "," 917,004 ", 6.09 , 3.49 , 10.48 , 5.98 
Minnesota,1992," 124,145 "," 154,649 "," 17,246 "," 21,168 "," 3,272,000 ", 3.79 , 0.52 , 4.72 , 0.64 ," 10,940 "," 15,792 "," 3,297 "," 4,590 "," 62,168 ", 17.59 , 5.30 , 25.40 , 7.38 
Mississippi,1992," 56,679 "," 78,811 "," 22,487 "," 31,267 "," 1,873,000 ", 3.02 , 1.20 , 4.20 , 1.66 ," 30,769 "," 45,282 "," 12,249 "," 18,662 "," 599,360 ", 5.13 , 2.04 , 7.55 , 3.11 
Missouri,1992," 117,602 "," 173,233 "," 41,839 "," 58,028 "," 3,851,000 ", 3.05 , 1.08 , 4.49 , 1.50 ," 33,012 "," 52,846 "," 13,832 "," 21,559 "," 377,398 ", 8.74 , 3.66 , 14.00 , 5.71 
Montana,1992," 18,174 "," 24,282 "," 5,601 "," 7,099 "," 600,000 ", 3.02 , 0.93 , 4.04 , 1.18 , 187 , 268 , 96 , 121 ," 1,200 ", 15.60 , 8.04 , 22.40 , 10.13 
Nebraska,1992," 34,236 "," 40,373 "," 9,671 "," 12,185 "," 1,164,000 ", 2.94 , 0.83 , 3.46 , 1.04 ," 4,439 "," 5,919 "," 2,230 "," 3,092 "," 38,412 ", 11.55 , 5.80 , 15.40 , 8.05 
Nevada,1992," 25,414 "," 40,577 "," 14,506 "," 20,555 "," 1,011,000 ", 2.51 , 1.43 , 4.01 , 2.03 ," 6,295 "," 10,716 "," 4,360 "," 6,203 "," 59,649 ", 10.55 , 7.31 , 17.96 , 10.40 
New Hamp,1992," 19,915 "," 24,950 "," 3,157 "," 4,934 "," 838,000 ", 2.37 , 0.37 , 2.97 , 0.58 , 831 ," 1,061 ", 72 , 151 ," 5,028 ", 16.54 , 1.43 , 21.10 , 3.00 
New Jersey,1992," 177,484 "," 308,033 "," 66,835 "," 89,488 "," 5,964,000 ", 2.97 , 1.12 , 5.16 , 1.50 ," 75,382 "," 150,956 "," 32,886 "," 48,480 "," 781,284 ", 9.64 , 4.20 , 19.32 , 6.20 
New Mexico,1992," 40,956 "," 49,486 "," 12,578 "," 16,299 "," 1,121,000 ", 3.65 , 1.12 , 4.41 , 1.45 ," 5,908 "," 7,107 "," 2,508 "," 2,910 "," 20,178 ", 29.28 , 12.43 , 35.22 , 14.42 
New York,1992," 299,123 "," 498,931 "," 143,493 "," 205,229 "," 13,705,000 ", 2.18 , 1.04 , 3.64 , 1.49 ," 123,057 "," 228,633 "," 87,463 "," 118,886 "," 2,206,505 ", 5.57 , 3.96 , 10.36 , 5.38 
North Carolina,1992," 154,727 "," 216,488 "," 98,019 "," 118,473 "," 5,190,000 ", 2.98 , 1.88 , 4.17 , 2.28 ," 61,300 "," 95,936 "," 46,772 "," 59,658 "," 1,048,380 ", 5.84 , 4.46 , 9.15 , 5.69 
North Dakota,1992," 10,025 "," 12,297 "," 2,665 "," 3,142 "," 462,000 ", 2.17 , 0.57 , 2.66 , 0.68 , 192 , 224 , 75 , 83 ," 1,848 ", 10.41 , 4.08 , 12.14 , 4.51 
Ohio,1992," 298,137 "," 371,280 "," 108,657 "," 147,035 "," 8,207,000 ", 3.63 , 1.32 , 4.52 , 1.79 ," 130,982 "," 167,605 "," 45,467 "," 66,128 "," 820,700 ", 15.95 , 5.54 , 20.42 , 8.05 
Oklahoma,1992," 112,377 "," 151,725 "," 35,872 "," 50,693 "," 2,352,000 ", 4.77 , 1.52 , 6.45 , 2.15 ," 23,866 "," 35,334 "," 9,530 "," 15,004 "," 157,584 ", 15.14 , 6.04 , 22.42 , 9.52 
Oregon,1992," 71,390 "," 116,652 "," 31,452 "," 38,035 "," 2,220,000 ", 3.21 , 1.41 , 5.25 , 1.71 ," 4,154 "," 8,606 "," 3,394 "," 4,409 "," 33,300 ", 12.47 , 10.19 , 25.84 , 13.24 
Pennsylvania,1992," 189,143 "," 317,572 "," 50,756 "," 75,730 "," 9,161,000 ", 2.06 , 0.55 , 3.46 , 0.82 ," 41,838 "," 92,720 "," 17,829 "," 33,298 "," 797,007 ", 5.24 , 2.23 , 11.63 , 4.17 
Rhode Island,1992," 28,389 "," 41,744 "," 3,854 "," 6,629 "," 768,000 ", 3.69 , 0.50 , 5.43 , 0.86 ," 5,361 "," 8,507 ", 671 ," 1,562 "," 28,416 ", 18.86 , 2.36 , 29.93 , 5.50 
South Carolina,1992," 82,278 "," 118,073 "," 40,648 "," 59,291 "," 2,699,000 ", 3.04 , 1.50 , 4.37 , 2.19 ," 35,666 "," 57,906 "," 19,291 "," 31,924 "," 731,429 ", 4.87 , 2.63 , 7.91 , 4.36 
South Dakota,1992," 18,855 "," 22,132 "," 5,681 "," 7,168 "," 505,000 ", 3.73 , 1.12 , 4.38 , 1.41 , 142 , 262 , 106 , 146 ," 1,010 ", 14.08 , 10.54 , 25.97 , 14.49 
Tennessee,1992," 89,252 "," 125,659 "," 35,434 "," 47,283 "," 3,796,000 ", 2.35 , 0.93 , 3.31 , 1.24 ," 33,921 "," 51,939 "," 15,187 "," 20,923 "," 554,216 ", 6.12 , 2.74 , 9.37 , 3.77 
Texas,1992," 422,815 "," 790,045 "," 167,601 "," 228,779 "," 12,681,000 ", 3.33 , 1.32 , 6.23 , 1.80 ," 112,376 "," 244,458 "," 57,899 "," 86,056 "," 1,458,315 ", 7.70 , 3.97 , 16.76 , 5.90 
Utah,1992," 22,673 "," 31,930 "," 7,618 "," 10,317 "," 1,169,000 ", 1.93 , 0.65 , 2.73 , 0.88 ," 1,119 "," 1,727 ", 649 , 902 ," 8,183 ", 13.68 , 7.93 , 21.10 , 11.03 
Vermont,1992," 12,166 "," 16,624 "," 3,573 "," 4,827 "," 429,000 ", 2.83 , 0.83 , 3.87 , 1.12 , 72 , 121 , 42 , 70 , 858 , 8.44 , 4.96 , 14.13 , 8.18 
Virginia,1992," 132,984 "," 187,696 "," 54,837 "," 76,036 "," 4,855,000 ", 2.73 , 1.12 , 3.86 , 1.56 ," 57,451 "," 88,403 "," 27,532 "," 41,263 "," 864,190 ", 6.64 , 3.18 , 10.22 , 4.77 
Washington,1992," 116,671 "," 191,619 "," 28,869 "," 38,828 "," 3,812,000 ", 3.06 , 0.75 , 5.02 , 1.01 ," 14,296 "," 25,507 "," 4,462 "," 6,679 "," 106,736 ", 13.39 , 4.18 , 23.89 , 6.25 
West Virginia,1992," 20,701 "," 26,544 "," 7,437 "," 9,111 "," 1,376,000 ", 1.50 , 0.54 , 1.92 , 0.66 ," 1,810 "," 2,474 ", 999 ," 1,246 "," 39,904 ", 4.53 , 2.50 , 6.20 , 3.12 
Wisconsin,1992," 82,616 "," 114,605 "," 26,876 "," 35,788 "," 3,675,000 ", 2.24 , 0.73 , 3.11 , 0.97 ," 18,548 "," 29,052 "," 7,593 "," 11,587 "," 158,025 ", 11.73 , 4.80 , 18.38 , 7.33 
Wyoming,1992," 8,607 "," 13,029 "," 3,247 "," 4,310 "," 329,000 ", 2.61 , 0.98 , 3.96 , 1.31 , 242 , 364 , 133 , 185 ," 1,974 ", 12.25 , 6.73 , 18.48 , 9.39 
Alabama,1991," 135,505 "," 176,106 "," 40,498 "," 57,258 "," 3,037,500 ", 4.46 , 1.33 , 5.79 , 1.88 ," 56,370 "," 79,708 "," 17,905 "," 28,698 "," 700,090 ", 8.05 , 2.55 , 11.38 , 4.09 
Alaska,1991," 12,351 "," 19,074 "," 5,013 "," 7,719 "," 939,500 ", 1.31 , 0.53 , 2.03 , 0.82 ," 1,428 "," 2,172 ", 927 ," 1,266 "," 14,586 ", 9.79 , 6.36 , 14.89 , 8.68 
Arizona,1991," 92,077 "," 139,695 "," 28,140 "," 43,555 "," 2,754,000 ", 3.34 , 1.02 , 5.07 , 1.58 ," 12,796 "," 18,908 "," 6,653 "," 9,286 "," 74,712 ", 17.12 , 8.90 , 25.30 , 12.42 
Arkansas,1991," 31,021 "," 56,661 "," 23,718 "," 31,484 "," 1,755,500 ", 1.76 , 1.35 , 3.22 , 1.79 ," 13,323 "," 24,317 "," 9,399 "," 13,849 "," 240,656 ", 5.53 , 3.90 , 10.10 , 5.75 
